MonthlyIncome,OverTime_Yes,Age,YearsInCurrentRole,JobRole_Sales Representative,TenureGroup_5+ Years,JobLevel,HighIncomeIndicator,Department_Sales,YearsAtCompany,StockOptionLevel,TotalWorkingYears,PromotionRate,JobRole_Manager,TenureGroup_3–5 Years,Attrition
2.4459232365856747,0,53,2.4215846615822834,0,1,5,1,0,1.1619004771363244,1,1.9281890321940678,0.09255369108984754,1,0,0
-0.5647898348754729,1,32,-0.6154915796172451,0,1,1,0,0,0.5014872528191096,0,-0.160660216445077,1.0776098332804656,0,0,1
0.11493919326158146,0,42,0.7649976209279952,0,1,2,1,1,0.3363839467398059,1,-0.160660216445077,0.5636674982244911,0,0,0
0.9155973017657579,0,44,0.48889978081894714,0,1,3,1,0,2.482726925770754,1,1.6670828761141745,-0.08155358545991202,0,0,0
2.4459232365856747,0,46,-0.6154915796172451,0,0,5,1,1,-0.81933919581532,0,1.4059767200342814,1.5058951124937778,1,0,0
-0.8976371876074165,0,33,-0.8915894197262932,0,0,1,0,0,-0.9844425018946237,0,-0.5523194505649166,-0.8496739231794395,0,0,0
0.03073325722257955,1,44,-0.6154915796172451,0,0,2,1,0,-0.4891325836567126,0,-0.29121329448502353,-0.14300321247747416,0,1,0
-0.9654697471943903,0,36,-1.1676872598353414,0,1,1,0,0,0.5014872528191096,0,-0.160660216445077,-0.5284599637694553,0,0,0
-0.9935383925407242,0,39,-1.1676872598353414,1,0,2,0,1,-0.9844425018946237,1,1.014317485914442,-0.8496739231794395,0,0,1
-0.945119979318298,1,24,-1.1676872598353414,0,0,1,0,0,-0.81933919581532,1,-0.6828725286048631,1.5058951124937778,0,0,1
-0.8627852863023852,0,43,-0.33939373950819707,0,0,1,0,0,-0.3240292775774089,2,-0.6828725286048631,-0.26078166426113514,0,1,0
-0.8538968819427127,1,50,-0.6154915796172451,1,0,1,0,1,-0.6542358897360163,0,-1.0745317627247029,-0.8496739231794395,0,0,1
-1.0103795797485247,0,35,-0.6154915796172451,1,0,1,0,1,-0.81933919581532,0,-1.2050848407646493,1.5058951124937778,0,0,0
-0.6817425238185311,1,36,-0.8915894197262932,0,0,1,0,0,-0.9844425018946237,1,-0.6828725286048631,-0.8496739231794395,0,0,0
-0.22398969929540122,0,33,-0.33939373950819707,0,0,2,1,1,-0.3240292775774089,2,-0.160660216445077,-0.26078166426113514,0,1,0
-0.32468596447537434,0,35,-1.1676872598353414,0,0,1,0,0,-0.9844425018946237,1,-1.335637918804596,-0.8496739231794395,0,0,0
-0.9338925211797645,0,27,-1.1676872598353414,0,0,1,0,0,-0.9844425018946237,1,-1.335637918804596,-0.8496739231794395,0,0,0
-0.945119979318298,0,26,-1.1676872598353414,0,0,1,0,0,-0.9844425018946237,0,-1.335637918804596,-0.8496739231794395,0,0,1
-0.32468596447537434,0,27,1.0410954610370433,0,1,3,0,1,0.3363839467398059,0,-0.29121329448502353,-0.4963385678284568,0,0,0
-0.5432705401099501,0,36,1.0410954610370433,0,1,2,0,0,0.831693864977717,0,0.10044593963481609,-0.03428464160024874,0,0,0
2.4459232365856747,0,41,2.9737803418003796,0,1,5,1,0,2.482726925770754,0,1.536529798074228,1.4546870899791429,0,0,1
-0.4129852446273833,0,34,0.21280194070989908,0,1,2,0,1,0.3363839467398059,0,-0.160660216445077,1.9770089196284215,0,0,0
-0.7746029588393193,0,37,-1.1676872598353414,0,0,1,0,0,-0.9844425018946237,0,-0.42176637252497007,-0.8496739231794395,0,0,0
-0.1313631696524991,1,46,0.48889978081894714,0,1,2,1,1,0.3363839467398059,0,0.3615520957147092,-0.8496739231794395,0,0,0
-0.9507337083875649,0,35,-1.1676872598353414,0,0,1,0,0,-0.9844425018946237,0,-1.335637918804596,-0.8496739231794395,0,0,0
-0.22282017240597063,1,48,-1.1676872598353414,0,0,3,1,0,-0.9844425018946237,0,1.536529798074228,-0.8496739231794395,0,0,1
-0.6765966055050364,1,28,-0.6154915796172451,0,0,1,0,0,-0.81933919581532,0,-1.2050848407646493,1.5058951124937778,0,0,1
-0.20574507982028414,1,44,-0.33939373950819707,0,0,2,1,1,-0.4891325836567126,1,-0.29121329448502353,-0.14300321247747416,0,1,0
0.8304557442152115,1,35,-1.1676872598353414,0,0,3,1,0,-0.4891325836567126,1,-0.160660216445077,0.5636674982244911,0,1,0
-0.5091203549385771,1,26,-0.6154915796172451,0,0,2,0,1,-0.81933919581532,1,-0.8134256066448097,-0.8496739231794395,0,0,0
1.6664335647801916,1,33,2.6976825016913315,0,1,3,1,0,1.327003783215628,0,0.49210517375465573,0.9170028535754736,0,0,0
0.6398228612380267,0,35,1.0410954610370433,0,1,3,1,1,0.3363839467398059,1,-0.29121329448502353,-0.4963385678284568,0,0,0
-0.32468596447537434,1,35,-0.6154915796172451,0,0,1,0,0,-0.81933919581532,1,-0.9439786846847562,1.5058951124937778,0,0,0
-0.09791470061478448,0,31,0.7649976209279952,0,1,2,1,0,0.0061773345811984995,1,-0.160660216445077,-0.40800472899071116,0,0,0
-0.07967008113966739,0,37,0.21280194070989908,0,1,2,1,0,0.0061773345811984995,1,-0.5523194505649166,-0.8496739231794395,0,0,0
-0.04014007227691373,1,32,1.0410954610370433,0,1,2,1,0,0.3363839467398059,1,-0.29121329448502353,1.6236735642774387,0,0,0
-0.9186886716171669,0,38,-0.33939373950819707,0,1,2,0,0,0.5014872528191096,0,-0.160660216445077,2.0412517115104185,0,0,0
2.4459232365856747,1,50,-0.33939373950819707,0,1,5,1,0,3.308243456167272,1,2.3198482663139073,0.7908116552358371,0,0,0
0.304870360105108,0,59,3.249878181909428,0,1,3,1,1,2.3176236196914504,0,2.189295188273961,0.27457493475550526,0,0,0
-0.32468596447537434,0,36,2.6976825016913315,0,1,3,0,0,1.6572103953742354,3,0.7532113298345487,1.5058951124937778,0,0,0
1.9700427452763707,1,36,-1.1676872598353414,0,0,4,1,0,-0.3240292775774089,3,1.275423641994335,-0.8496739231794395,1,1,0
0.03868604007070751,0,36,0.21280194070989908,0,1,2,1,0,-0.1589259714981052,0,-0.6828725286048631,-0.8496739231794395,0,0,0
0.7930308837534329,0,45,-1.1676872598353414,0,0,3,1,0,-0.9844425018946237,1,1.7976359541541211,-0.8496739231794395,0,0,0
-0.9682766117290237,0,35,-0.6154915796172451,0,0,1,0,0,-0.3240292775774089,1,-0.8134256066448097,-0.26078166426113514,0,1,0
-0.6889935905330007,1,36,-1.1676872598353414,0,0,1,0,0,-0.9844425018946237,1,-1.2050848407646493,-0.8496739231794395,0,0,1
-0.20130087764044793,0,59,-0.33939373950819707,0,0,2,1,1,-0.4891325836567126,0,1.1448705639543884,-0.14300321247747416,0,1,0
-0.8492187743849904,0,29,-0.063295899399149,0,0,1,0,0,-0.3240292775774089,1,-0.6828725286048631,-0.8496739231794395,0,1,0
-0.8964676607179859,0,36,-0.8915894197262932,0,0,1,0,0,-0.9844425018946237,0,-1.335637918804596,0.9170028535754736,0,0,0
-0.026573560359518973,0,32,-0.063295899399149,0,0,2,1,0,-0.3240292775774089,2,-0.160660216445077,-0.8496739231794395,0,1,0
-0.7708604727931414,0,36,-1.1676872598353414,0,0,1,0,0,-0.9844425018946237,0,-0.8134256066448097,-0.8496739231794395,0,0,0
-0.446667619042984,0,31,0.7649976209279952,0,1,2,0,0,0.6665905588984132,0,-0.030107138405130456,-0.5552277937202872,0,0,0
-0.4728650213662291,0,35,2.4215846615822834,0,1,2,0,1,1.327003783215628,0,0.6226582517946022,-0.40800472899071116,0,0,0
1.6166117192904488,1,45,-1.1676872598353414,0,0,3,1,0,-1.1495458079739274,0,0.7532113298345487,-0.8496739231794395,0,0,0
1.7146180726247315,0,37,-0.6154915796172451,0,0,3,1,0,-0.3240292775774089,0,0.6226582517946022,-0.8496739231794395,0,1,0
-0.3070261084449725,1,46,-0.6154915796172451,0,0,2,1,0,-0.4891325836567126,1,0.6226582517946022,-0.8496739231794395,0,1,0
-0.2824660437669303,1,30,1.0410954610370433,0,0,2,1,0,-0.3240292775774089,2,-0.160660216445077,0.9170028535754736,0,1,0
-0.8127295354347562,0,35,-0.063295899399149,0,1,1,0,0,-0.1589259714981052,0,-0.6828725286048631,-0.8496739231794395,0,0,0
0.9134921533647828,0,55,-1.1676872598353414,0,0,3,1,1,-0.9844425018946237,1,1.6670828761141745,0.9170028535754736,0,0,0
-0.2349832520560487,1,36,1.8693889813641875,0,1,2,1,0,0.9967971710570207,3,0.7532113298345487,-0.5972915265001661,0,0,0
-0.46982425145370954,0,34,-0.6154915796172451,0,0,2,0,0,-0.3240292775774089,0,-0.8134256066448097,-0.26078166426113514,0,1,0
0.2166880326420421,0,36,-0.063295899399149,0,1,3,1,0,-0.1589259714981052,0,3.3642728906334796,-0.8496739231794395,0,0,0
-0.9383367233596007,0,23,-1.1676872598353414,1,0,1,0,1,-1.1495458079739274,1,-1.0745317627247029,-0.8496739231794395,0,0,0
-0.9961113516974714,0,51,-0.6154915796172451,0,0,1,0,0,-0.4891325836567126,2,-0.160660216445077,-0.8496739231794395,0,1,0
-0.5102898818280077,0,30,1.5932911412551394,0,1,2,0,0,0.6665905588984132,3,-0.030107138405130456,2.0947873714120826,0,0,0
0.7684708190753907,0,46,1.0410954610370433,0,1,3,1,1,0.3363839467398059,0,-0.29121329448502353,0.5636674982244911,0,0,1
1.6769593067850668,0,40,-0.33939373950819707,0,1,4,1,0,2.482726925770754,1,1.4059767200342814,0.840190819803521,0,0,0
-0.20878584973280365,1,51,0.7649976209279952,0,1,2,1,1,0.5014872528191096,0,-0.030107138405130456,-0.5284599637694553,0,0,0
-0.26305189740238266,1,30,1.0410954610370433,0,1,2,1,1,0.6665905588984132,3,-0.030107138405130456,-0.26078166426113514,0,0,0
1.0150070873673573,1,46,1.3171933011460915,0,1,3,1,0,0.5014872528191096,1,1.275423641994335,2.0412517115104185,0,0,0
-0.30959906760171985,0,32,1.0410954610370433,0,1,2,1,1,0.6665905588984132,0,0.10044593963481609,0.6225567241163216,0,0,0
-0.32468596447537434,0,54,-0.33939373950819707,0,0,3,0,0,-0.4891325836567126,1,0.6226582517946022,-0.8496739231794395,0,1,0
-0.3121720267584671,0,24,-0.6154915796172451,0,0,2,1,1,-0.6542358897360163,1,-0.160660216445077,-0.8496739231794395,0,0,0
-0.4941504107538657,0,28,-0.063295899399149,0,0,2,0,1,-0.3240292775774089,0,-0.8134256066448097,-0.8496739231794395,0,1,0
1.7632703912250438,0,58,1.5932911412551394,0,1,4,1,1,4.959276516960309,0,3.494825968673426,-0.7566909349291808,0,0,0
-1.0038302291677133,0,44,-0.6154915796172451,0,0,2,0,0,-0.6542358897360163,1,0.7532113298345487,0.03366446519801711,0,0,0
-0.9965791624532437,1,37,-0.6154915796172451,0,0,1,0,0,-0.6542358897360163,0,-0.5523194505649166,-0.8496739231794395,0,0,1
-0.7900407137798029,0,32,-1.1676872598353414,0,0,1,0,0,-0.9844425018946237,0,-1.335637918804596,-0.8496739231794395,0,0,0
-0.7970578751163864,1,20,-1.1676872598353414,0,0,1,0,0,-0.9844425018946237,0,-1.335637918804596,0.9170028535754736,0,0,1
-0.3566140485568292,0,34,2.4215846615822834,0,0,2,0,0,-0.3240292775774089,0,0.6226582517946022,0.32811059465716924,0,1,0
-0.273811544785144,0,37,-1.1676872598353414,0,0,2,1,0,-0.9844425018946237,1,0.7532113298345487,-0.8496739231794395,0,0,0
2.4459232365856747,0,59,-0.6154915796172451,0,0,5,1,0,-0.6542358897360163,1,2.4504013443538537,0.9170028535754736,1,0,0
-0.32468596447537434,1,50,-0.33939373950819707,0,1,5,0,0,0.1712806406605022,0,2.189295188273961,-0.8496739231794395,0,0,0
-0.13791252023331038,1,25,-0.063295899399149,0,1,2,1,1,-0.1589259714981052,0,-0.6828725286048631,-0.8496739231794395,0,0,1
2.4459232365856747,0,25,-0.6154915796172451,0,0,1,1,0,-0.81933919581532,2,-1.2050848407646493,1.5058951124937778,0,0,0
-0.32468596447537434,0,22,-1.1676872598353414,0,0,1,0,0,-1.1495458079739274,0,-1.335637918804596,-0.8496739231794395,0,0,0
0.26908283728853216,0,51,2.1454868214732357,0,1,3,1,0,0.9967971710570207,0,1.536529798074228,2.17891483697184,0,0,0
-0.060723745530891965,1,36,0.7649976209279952,0,1,2,1,0,0.3363839467398059,0,-0.29121329448502353,-0.8496739231794395,0,0,1
2.4459232365856747,1,54,-0.33939373950819707,0,0,4,1,0,-0.3240292775774089,0,1.536529798074228,1.5058951124937778,1,1,0
-0.8326114925550762,0,24,-0.33939373950819707,0,0,1,0,0,-0.3240292775774089,1,-0.6828725286048631,-0.26078166426113514,0,1,0
-0.4277212834342086,0,34,-1.1676872598353414,0,0,2,0,0,-0.9844425018946237,1,0.10044593963481609,-0.8496739231794395,0,0,0
0.2559841361269096,0,37,-0.33939373950819707,0,0,3,1,1,-0.3240292775774089,0,-0.160660216445077,-0.26078166426113514,0,1,0
1.239088439382257,0,34,1.5932911412551394,0,1,3,1,0,0.6665905588984132,0,-0.160660216445077,0.6225567241163216,1,0,0
0.7963055590438386,0,36,0.7649976209279952,0,1,3,1,1,0.3363839467398059,1,-0.160660216445077,-0.14300321247747416,0,0,0
-0.8183432645040231,0,36,-1.1676872598353414,0,0,1,0,0,-0.9844425018946237,1,-0.5523194505649166,-0.8496739231794395,0,0,0
2.4459232365856747,1,43,2.1454868214732357,0,1,4,1,1,2.9780368440086646,2,1.7976359541541211,-0.3060810687933123,1,0,0
-0.8702702583947408,0,30,0.7649976209279952,0,1,1,0,0,0.5014872528191096,3,-0.160660216445077,-0.8496739231794395,0,0,0
-0.04388255832309159,0,33,0.7649976209279952,0,1,2,1,1,0.0061773345811984995,1,-0.42176637252497007,-0.8496739231794395,0,0,0
-0.3205926203623673,1,56,-0.063295899399149,0,0,1,1,0,-0.3240292775774089,3,-0.5523194505649166,1.5058951124937778,0,1,1
2.4459232365856747,0,51,3.8020738621275236,0,1,5,1,0,2.1525203136121465,0,1.536529798074228,1.6741500436132934,0,0,0
-0.03780101849805256,1,31,0.7649976209279952,0,1,2,1,1,0.0061773345811984995,0,0.10044593963481609,2.2420104361416584,0,0,1
-0.32468596447537434,0,26,-0.063295899399149,0,0,1,0,0,-0.3240292775774089,0,-0.8134256066448097,1.5058951124937778,0,1,0
0.9305672459504694,0,58,1.5932911412551394,0,1,3,1,0,5.4545864351982205,1,3.7559321247533193,0.443016401275375,0,0,1
-1.089673502851918,1,19,-1.1676872598353414,1,0,1,0,1,-1.1495458079739274,0,-1.4661909968445423,-0.8496739231794395,0,0,1
-0.8913217424044914,0,22,-0.8915894197262932,0,0,1,0,0,-0.81933919581532,1,-1.0745317627247029,1.5058951124937778,0,0,0
0.05459160576696342,0,49,1.8693889813641875,0,1,2,1,0,1.327003783215628,0,0.6226582517946022,0.25449906229238123,0,0,0
-0.3729874250088574,0,43,-0.6154915796172451,0,0,1,0,0,-0.6542358897360163,0,0.8837644078744954,0.03366446519801711,0,0,0
0.6723357087641969,0,50,-0.6154915796172451,0,0,3,1,1,-0.81933919581532,0,0.6226582517946022,1.5058951124937778,0,0,0
-0.4150903930283583,1,31,-0.6154915796172451,0,0,2,0,1,-0.81933919581532,1,-0.9439786846847562,1.5058951124937778,0,0,1
-0.32468596447537434,1,41,0.7649976209279952,0,0,3,0,1,-0.3240292775774089,1,0.10044593963481609,-0.8496739231794395,0,1,0
-0.7933153890702086,0,26,0.7649976209279952,0,1,1,0,0,0.1712806406605022,1,-0.42176637252497007,1.1133002732149084,0,0,0
-0.32573853867586183,0,36,-0.6154915796172451,0,0,2,0,0,-0.6542358897360163,2,-0.5523194505649166,-0.8496739231794395,0,0,0
1.0096272636759767,0,51,-0.6154915796172451,0,0,3,1,0,-0.3240292775774089,0,0.8837644078744954,-0.8496739231794395,0,1,1
-0.10095547052730398,0,39,1.8693889813641875,0,1,2,1,1,1.327003783215628,1,-0.160660216445077,0.25449906229238123,0,0,0
0.5392435487469966,0,25,-0.6154915796172451,0,0,2,1,1,-0.81933919581532,0,-0.6828725286048631,1.5058951124937778,0,0,0
2.4459232365856747,1,30,1.3171933011460915,0,1,2,1,0,0.6665905588984132,0,0.10044593963481609,0.32811059465716924,0,0,0
-0.4990624236894741,0,32,-0.063295899399149,0,0,1,0,0,-0.3240292775774089,0,-0.160660216445077,-0.8496739231794395,0,1,1
-0.6740236463482892,0,45,0.21280194070989908,0,1,1,0,0,-0.1589259714981052,0,-0.29121329448502353,-0.8496739231794395,0,0,0
-0.4716954944767985,1,38,-0.6154915796172451,0,0,2,0,0,-0.6542358897360163,0,1.014317485914442,0.9170028535754736,0,0,0
-0.8658260562149046,0,30,-0.063295899399149,0,0,1,0,0,-0.3240292775774089,0,-0.8134256066448097,-0.8496739231794395,0,1,0
-0.3895947068387716,0,32,0.7649976209279952,0,1,2,0,1,0.1712806406605022,3,-0.29121329448502353,-0.8496739231794395,0,0,0
-0.732032180064046,0,36,-0.6154915796172451,0,0,1,0,0,-0.6542358897360163,1,-0.42176637252497007,0.9170028535754736,0,0,0
-0.8452423829609264,0,30,-0.33939373950819707,0,0,1,0,0,-0.3240292775774089,0,-0.6828725286048631,-0.26078166426113514,0,1,0
2.4459232365856747,0,41,0.48889978081894714,0,1,4,1,0,0.0061773345811984995,1,1.275423641994335,2.2420104361416584,1,0,0
-0.9579847751020345,0,41,-1.1676872598353414,0,0,1,0,0,-0.3240292775774089,1,-0.5523194505649166,-0.26078166426113514,0,1,0
-1.1345833354060524,0,19,-1.1676872598353414,0,0,1,0,0,-0.9844425018946237,0,-1.335637918804596,-0.8496739231794395,0,0,0
-0.17042536775948056,0,40,0.7649976209279952,0,1,2,1,0,2.1525203136121465,1,-0.160660216445077,-0.5131640609404085,0,0,0
0.22487472086805615,0,35,1.0410954610370433,0,1,3,1,1,0.5014872528191096,2,-0.160660216445077,-0.8496739231794395,0,0,0
-0.32468596447537434,1,53,0.7649976209279952,1,1,2,0,1,0.0061773345811984995,1,0.23099901767476264,0.9170028535754736,0,0,0
-0.9322551835345617,0,45,1.3171933011460915,0,1,2,0,0,1.6572103953742354,1,1.1448705639543884,-0.8496739231794395,0,0,0
0.6232155794081125,0,32,1.0410954610370433,0,1,3,1,1,0.3363839467398059,0,-0.29121329448502353,0.21033214287350838,0,0,0
-0.47122768372102625,0,29,0.7649976209279952,0,1,2,0,0,0.5014872528191096,1,-0.160660216445077,-0.8496739231794395,0,0,0
-0.04715723361349722,0,51,-1.1676872598353414,0,0,2,1,0,-0.9844425018946237,0,-0.160660216445077,-0.8496739231794395,0,0,0
-0.6988176164042176,1,58,-1.1676872598353414,0,0,1,0,0,-0.9844425018946237,1,-0.29121329448502353,-0.8496739231794395,0,0,0
1.0575778661426305,0,40,1.8693889813641875,0,1,3,1,1,0.831693864977717,1,0.49210517375465573,-0.3060810687933123,0,0,0
-0.9596221127472373,0,34,-0.33939373950819707,1,0,1,0,1,-0.4891325836567126,1,-0.6828725286048631,-0.14300321247747416,0,1,0
-0.9381028179817146,0,36,-0.6154915796172451,0,0,1,0,0,-0.81933919581532,2,-1.2050848407646493,1.5058951124937778,0,0,0
-0.32468596447537434,0,27,-0.6154915796172451,0,0,1,0,0,-0.81933919581532,1,-0.6828725286048631,1.5058951124937778,0,0,0
-0.8468797206061293,0,28,-0.6154915796172451,0,0,1,0,0,-0.3240292775774089,1,-0.8134256066448097,-0.8496739231794395,0,1,0
0.7263678510558897,1,57,-0.33939373950819707,0,0,3,1,0,-0.3240292775774089,1,0.10044593963481609,-0.26078166426113514,0,1,0
-0.8812638111553883,1,27,-0.8915894197262932,0,0,1,0,0,-0.9844425018946237,1,-1.335637918804596,-0.8496739231794395,0,0,0
2.4459232365856747,0,50,-0.063295899399149,0,0,5,1,0,-0.3240292775774089,0,1.275423641994335,1.5058951124937778,1,1,0
-0.9081629296122917,0,41,1.0410954610370433,0,1,1,0,0,0.3363839467398059,1,0.23099901767476264,-0.4963385678284568,0,0,0
0.7216897434981674,0,36,1.3171933011460915,0,1,3,1,1,0.5014872528191096,1,0.10044593963481609,1.3988237926904499,0,0,0
0.550237101507644,0,38,-0.33939373950819707,0,1,2,1,1,0.1712806406605022,0,0.10044593963481609,-0.8496739231794395,0,0,0
-0.7708604727931414,0,36,-0.063295899399149,0,0,1,0,0,-0.3240292775774089,0,-0.42176637252497007,-0.26078166426113514,0,1,0
-0.766182365235419,1,27,-0.6154915796172451,0,0,1,0,0,-0.3240292775774089,1,-0.6828725286048631,-0.26078166426113514,0,1,0
-0.9376350072259424,0,19,-1.1676872598353414,1,0,1,0,1,-1.1495458079739274,0,-1.335637918804596,-0.8496739231794395,0,0,1
-0.993070581784952,0,36,0.7649976209279952,0,1,1,0,0,0.1712806406605022,0,0.23099901767476264,1.8984899517726477,0,0,0
-0.7629076899450135,0,30,1.3171933011460915,0,1,2,0,0,0.831693864977717,2,0.10044593963481609,0.781104639978942,0,0,0
-0.32468596447537434,1,45,-0.063295899399149,0,0,2,0,1,-0.3240292775774089,1,-0.29121329448502353,-0.8496739231794395,0,1,0
-0.4857298171499655,1,56,-0.6154915796172451,0,0,1,0,0,-0.81933919581532,1,1.014317485914442,1.5058951124937778,0,0,0
-0.896701566095872,0,33,-0.8915894197262932,0,0,1,0,0,-0.6542358897360163,0,-0.9439786846847562,-0.8496739231794395,0,0,0
-1.2237012843806627,0,19,-1.1676872598353414,0,0,1,0,0,-0.9844425018946237,0,-1.335637918804596,0.9170028535754736,0,0,1
0.9635479042324118,0,46,2.4215846615822834,0,1,3,1,1,2.812933537929361,3,1.6670828761141745,1.270338208926456,0,0,0
-0.9462895062077287,0,38,-0.6154915796172451,0,0,1,0,0,-0.81933919581532,0,-1.2050848407646493,1.5058951124937778,0,0,0
-0.5624507810966116,1,31,-0.6154915796172451,0,0,1,0,0,-0.4891325836567126,1,-0.5523194505649166,-0.8496739231794395,0,1,0
-0.940909682516348,0,34,-0.6154915796172451,0,0,1,0,0,-0.6542358897360163,0,-0.29121329448502353,0.03366446519801711,0,0,0
-0.7470021242487576,1,41,-0.33939373950819707,1,0,1,0,1,-0.4891325836567126,0,-0.9439786846847562,-0.8496739231794395,0,1,1
-0.6183541664113935,0,50,-0.6154915796172451,0,0,1,0,0,-0.6542358897360163,1,-0.8134256066448097,-0.8496739231794395,0,0,0
-0.440586079217945,0,53,-0.6154915796172451,0,0,2,0,0,-0.4891325836567126,2,-0.8134256066448097,-0.14300321247747416,0,1,0
-0.8368217893570262,0,33,0.7649976209279952,0,1,1,0,0,0.1712806406605022,1,-0.42176637252497007,-0.4570790839005699,0,0,0
2.4459232365856747,0,40,1.0410954610370433,0,1,5,1,0,2.1525203136121465,1,1.275423641994335,0.6646204568962003,1,0,0
2.4459232365856747,0,55,2.9737803418003796,0,1,5,1,0,2.812933537929361,0,3.233719812593533,-0.5670056388986534,0,0,0
0.7516296318675904,0,34,1.3171933011460915,0,1,2,1,0,0.5014872528191096,0,-0.160660216445077,-0.5284599637694553,0,0,0
1.7309914490767597,0,51,0.7649976209279952,0,1,4,1,0,0.0061773345811984995,0,-0.160660216445077,-0.40800472899071116,0,0,0
2.4459232365856747,0,52,3.8020738621275236,0,1,5,1,0,4.2988632926430945,1,2.97261365651364,0.2934698735443279,1,0,0
-0.9483946546087038,0,27,0.7649976209279952,0,1,1,0,0,0.0061773345811984995,0,-0.5523194505649166,-0.8496739231794395,0,0,0
-0.32468596447537434,1,35,-1.1676872598353414,0,0,2,0,0,-0.9844425018946237,0,-0.42176637252497007,-0.8496739231794395,0,0,1
-0.9928366764070659,0,43,-0.063295899399149,0,0,1,0,0,-0.3240292775774089,3,-0.5523194505649166,0.32811059465716924,0,1,0
2.4459232365856747,0,45,1.0410954610370433,0,1,4,1,0,2.1525203136121465,1,1.4059767200342814,1.0011303191352314,1,0,0
-0.6478262440250442,1,37,0.7649976209279952,0,1,1,0,0,0.1712806406605022,1,-0.42176637252497007,-0.4570790839005699,0,0,0
-0.32468596447537434,0,35,-0.6154915796172451,0,1,2,0,0,-0.1589259714981052,0,-0.160660216445077,-0.3449091298208929,0,0,0
